'COMPROMISOTOMADODELPPTO.DISPONIBLE',COMPROMISO,RESERVA,OLI,CONCEPTO_PAGO,ID_RAMO,CANI,ID_UNIDAD,CGFU,CFUN,CSFU,CPRG,CAIN,CPPT,CCAP,CCON,CPARG,CPAR,CTGA,CFIN,CCAU,CCOP,CGEO,CPLA,CPPI,OFIN,AUX1,AUX2,AUX3,MES,SALDO_ARRASTRE
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,2034
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,4,07,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,2003
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,4,10,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,48197
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,4,10,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,79761
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,4,10,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,71020
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,19286
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,19286
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,22974.7
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,19281
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,12922
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,12922
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,12924
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,12914
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,12914
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,12914
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,5165
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,5165
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,5167
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,3,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,6154
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,3,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,6154
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,3,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,6155
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,80
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,80
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,121.3
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,224.99
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,4,06,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,782
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,4,4,06,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,1302.68
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,1835
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,2527
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,2250
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,7568
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,54930
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,54930
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,54930
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,54931
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,03,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,17740
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,03,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,17740
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,4,03,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,17740
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,9,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,57473
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,9,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,99108
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,9,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,99108
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,5,9,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,99110
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,1,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,359710
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,1,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,495450
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,5758
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,5758
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,5758
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,12,6407
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,13089
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,26178
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,13089
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,12,79166
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,2,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,256081
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,2,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,12,256080
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,1819
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,1819
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,1719
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,12,6491.09
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,720
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,2160
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,680
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,12,5438
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,4,07,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,5358
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,4,07,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,8867
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,4,10,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,128917
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,4,10,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,213347
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,3,4,10,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,172982.78
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,51585
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,51585
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,51585
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,12,51585
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,34564
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,34564
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,12,34566
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,34543
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,34543
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,13817
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,13817
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,3,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,16461
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,3,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,16461
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,3,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,12,16461
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,23569
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,213
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,213
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,286.68
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,12,628.41
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,4,06,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,2092
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,4,4,06,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,12,4183
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,4909
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,10,6761
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,019,Q008,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,11,6020
